match_id,radiant_win
6,0.7828883624937987
7,0.7077745078788368
10,0.215326154219798
13,0.8714998072620453
16,0.33059756258111167
18,0.40282596664510006
19,0.5412721087389362
24,0.5324619867077033
33,0.13686275382301785
37,0.5704421523175157
41,0.15312945277006718
42,0.41987069254737636
55,0.17807850309554943
60,0.5690431585575789
62,0.5030877605343116
63,0.42645038129881824
64,0.1001646729823678
71,0.5479796211671182
72,0.34328706241040324
83,0.49660392613902465
85,0.7700404909582828
89,0.8946499621440961
92,0.7304853945834139
100,0.9479683203632037
102,0.8576243341606727
108,0.5411089443845515
111,0.7644503634245527
126,0.174574129975046
130,0.06168200089096085
140,0.8278818578783874
141,0.20579196591798013
152,0.8354683898692931
153,0.6339037723398208
159,0.5741443551646139
160,0.5884136507223603
163,0.5543813291677686
178,0.516976761691778
179,0.347436715646164
181,0.669659748231757
196,0.11647430318885155
206,0.1649791358858766
209,0.5560122911297559
216,0.5630634466136564
228,0.07205923359297944
230,0.358542477766631
242,0.7515284020134468
245,0.2393097289492132
261,0.49584839478353504
274,0.4857997550356298
282,0.6678255733588603
289,0.4682745874509301
296,0.12094449526309588
297,0.6269240799432263
302,0.2982810062293881
304,0.026220194996119214
313,0.7589790224179008
316,0.5037351653607254
317,0.5099527006901963
344,0.8653845700936975
348,0.7125710159929284
352,0.4688310292102461
354,0.4873981733907212
361,0.4196939551979424
362,0.18834836629699467
363,0.7597984672543439
365,0.4099574109292202
375,0.3486842014803282
380,0.4323578180841916
384,0.5027533651441484
394,0.7369508513636924
399,0.6236484134770641
404,0.7621409610544042
406,0.7179245822074019
430,0.14237085842280578
432,0.41400642182679165
443,0.42823224650325015
463,0.5928591595999424
467,0.5056820340413369
474,0.37147867092471665
488,0.22238653569896705
502,0.8719908036644728
503,0.23109174431246565
507,0.25174694967274
508,0.3595024824955437
509,0.5143449958732788
516,0.3732457092422423
528,0.31566036013602966
542,0.6331602647659629
547,0.19047103444820399
552,0.5881587434705738
555,0.5364925320079609
561,0.6514507815866152
569,0.7155834898639526
575,0.9453626280420391
576,0.8681262099862872
582,0.1442458491408778
585,0.447714420507489
586,0.42188160683046677
590,0.73597890706715
592,0.22603924115658558
598,0.3629141910606108
599,0.25989596980237467
600,0.7419480797523329
601,0.43506564382702945
603,0.34696658157498356
617,0.43555194436011363
628,0.5195567098380425
634,0.17533923793840114
635,0.2870101371981245
639,0.2960743501680802
644,0.5734321365744446
646,0.732127558345663
650,0.08761283667063663
659,0.8653072097106955
663,0.40767797928565763
668,0.6978191551073623
670,0.42565704778482144
678,0.3980594426491037
679,0.37077817804235264
686,0.6510069020926602
694,0.24192323033843266
696,0.869182340269697
702,0.8074671901840798
709,0.39712295404576287
712,0.3958897225891532
723,0.21008957358846875
729,0.47026311879951505
733,0.8090023205614153
735,0.5326713747054129
737,0.33013733957491603
749,0.5932907637534136
752,0.4623491862377764
767,0.9077871711155002
771,0.16435393920164795
778,0.5015545867261514
780,0.7970814743176665
790,0.43897423463659874
797,0.3194534333261031
802,0.2942510850606259
805,0.6099953612374717
807,0.8104253318717618
808,0.8038090030971627
811,0.40488900825611285
815,0.18140654718951704
820,0.7104542472599916
838,0.18866543911543268
861,0.2017424560712334
886,0.23742702094140405
889,0.09977968822412946
904,0.578287943476878
913,0.5593786331935728
928,0.6804133103181613
931,0.6404070868410627
932,0.6503291960207056
945,0.7928034133702537
953,0.8222827488040252
955,0.24232258082885952
970,0.5185371711162494
972,0.47093599663402486
978,0.6542448934853182
982,0.8149960366787607
983,0.7144124547841174
984,0.28787323707178397
987,0.49528325287471714
1000,0.5773007921915168
1006,0.6136676458041421
1014,0.6768575904186728
1030,0.5182861010340569
1037,0.6892365987982025
1044,0.554455275832333
1046,0.6747734152908539
1048,0.33991361626801236
1053,0.8499868487373825
1057,0.695711086819647
1077,0.8945170081466345
1085,0.9463051471051632
1087,0.7672211912295369
1088,0.7533823259008188
1096,0.07670797305525544
1098,0.9460913382525135
1100,0.10918382719114507
1113,0.7556854200645791
1119,0.6749207959869197
1127,0.6050500825489019
1142,0.34191347888047396
1148,0.3307134494127182
1157,0.14284822675247755
1158,0.7392085899045531
1163,0.504167514535807
1167,0.72816159971825
1168,0.3754163041460796
1181,0.079757746188554
1183,0.27894243127783513
1191,0.6168022685405923
1192,0.16266955303369673
1198,0.7432423950080848
1216,0.17791344475625334
1218,0.5687563568467007
1221,0.9422755771478994
1222,0.2787594618542112
1225,0.1410953055256526
1226,0.5192972131877593
1230,0.1576691401674745
1242,0.7583123319742934
1247,0.6299358351585124
1253,0.469839586142604
1259,0.5260296288804517
1271,0.8835489215739999
1282,0.5256538944833575
1284,0.9389115846239143
1293,0.406455614224024
1294,0.6504341233649588
1298,0.5169641118158584
1306,0.6870114151035555
1316,0.6487416987674672
1321,0.2705073483830333
1331,0.4183476024442787
1336,0.17084216730486035
1341,0.5419517844192786
1348,0.5242934422353396
1356,0.9046019429765696
1384,0.2699347878901199
1389,0.44297982592610446
1391,0.5818154156811222
1413,0.7763519663025908
1419,0.5598621297053117
1426,0.8487706978875598
1440,0.6259036715565943
1445,0.554019957060462
1465,0.4804184953104403
1470,0.4823759172130887
1472,0.5320926205207861
1484,0.5557254420093866
1485,0.07339062813010275
1486,0.8783216014100385
1488,0.6787821077474818
1498,0.09479361439859167
1508,0.6669813405578996
1518,0.8682830125294227
1526,0.23999124264605382
1527,0.706375406406205
1528,0.24875666155085568
1540,0.7052672245755355
1546,0.483089131272861
1551,0.7457677857340191
1564,0.6140921510330739
1565,0.8480570503147233
1568,0.9447654082873842
1572,0.5115231368609815
1573,0.07324690076315182
1581,0.4493560106855024
1585,0.8398208083942822
1588,0.2580416614511637
1595,0.23484851435222173
1596,0.2774530571493134
1603,0.33238008851819706
1615,0.6806453469703246
1621,0.3666211759634278
1623,0.2839285011859474
1630,0.4884900780767314
1636,0.6313209282015285
1642,0.3049632405889387
1654,0.722610034965843
1657,0.8227117129200923
1665,0.3373126478756896
1666,0.7967597076932009
